Ship_ID,Sensor_Alpha,Sensor_Beta,Zone,Last_Service_Date,Error_Log,Random_Noise,Maintenance_Needed
SHP-1481,45.30984231122135,3079.5143739166424,Sector_D,2024-10-14,None,0.06375035956363262,1
SHP-1482,49.4807791626918,2012.601456411733,Sector_D,2024-12-26,None,0.3638859959307231,0
SHP-1483,46.26510330271282,1739.0836574340906,Sector_A,2024-02-10,Warning: High Temp,0.638845306095767,1
SHP-1484,46.39715279921453,552.8823492984228,Sector_D,2024-12-07,Error: Pressure Drop,0.9790572120345052,1
SHP-1485,60.53648912705246,50.39160862828797,Sector_D,2024-07-03,None,0.7247158208344908,0
SHP-1486,38.13467208385715,1236.3213923052879,Sector_C,2024-02-13,None,0.9804175189064527,1
SHP-1487,48.68324486882016,247.81558845376864,Sector_A,2024-01-17,None,0.454694204256474,0
SHP-1488,53.246232642565545,357.23062415084814,Sector_D,2024-09-15,None,0.6376158776609298,0
SHP-1489,47.13863840295313,239.3097542087933,Sector_B,2024-05-31,None,0.5429098755210866,1
SHP-1490,43.801034612851794,114.7042265172305,Sector_B,2024-05-12,None,0.29191274308505555,0
SHP-1491,31.42421309474306,333.4205703575569,Sector_D,2024-04-06,None,0.6725705396249433,0
SHP-1492,47.35271472578216,1990.9270270562401,Sector_B,2024-04-01,Error: Pressure Drop,0.914068750160705,1
SHP-1493,47.98215990678815,57.92710708696903,Sector_A,2024-07-05,Warning: High Temp,0.7269525553287108,1
SHP-1494,63.965899191527214,2261.5014704115433,Sector_C,2024-05-07,Warning: High Temp,0.5258916334649285,0
SHP-1495,54.64055137513043,840.3688456773654,Sector_D,2024-07-02,Error: Pressure Drop,0.8988510909177904,1
SHP-1496,57.12954019049176,2639.529849323818,Sector_D,2024-12-27,Error: Pressure Drop,0.8760841878411688,0
SHP-1497,46.38860939945857,1716.2398832459999,Sector_A,2024-05-20,Error: Pressure Drop,0.7643453027305884,0
SHP-1498,32.323025637286165,513.3348285817256,Sector_A,2024-10-11,Error: Pressure Drop,0.6707899473093407,0
SHP-1499,62.18826679241482,109.82646456920457,Sector_C,2024-10-21,Error: Pressure Drop,0.8751436425664261,0
SHP-1500,44.801858223332516,754.5808679340105,Sector_A,2024-04-02,None,0.41761784512439204,1
SHP-1501,54.65550929631367,1855.1620026332328,Sector_D,2024-01-05,Error: Pressure Drop,0.0677365511057999,0
SHP-1502,75.05949155971962,13.63209702675133,Sector_B,2024-11-20,None,0.216553024304443,1
SHP-1503,53.5131853308124,50.04238268640607,Sector_B,2024-01-29,Error: Pressure Drop,0.8342046521620132,1
SHP-1504,44.10162704015276,530.4289321301238,Sector_D,2024-05-14,Error: Pressure Drop,0.31024367398000474,0
SHP-1505,48.528405295183774,1547.2119694256482,Sector_B,2024-11-10,None,0.8234103005469033,1
SHP-1506,46.16121897474867,1729.9197476645177,Sector_A,2024-01-22,None,0.5098021927018889,0
SHP-1507,63.41310010313038,554.8000405940569,Sector_B,2024-03-18,None,0.4591928539488944,0
SHP-1508,51.44960520791559,151.1441058414023,Sector_B,2024-07-21,None,0.06023464230048059,0
SHP-1509,42.735285865384554,2536.344651538525,Sector_D,2024-02-23,Warning: High Temp,0.4841757007728701,1
SHP-1510,28.777144079200134,19.862928966584462,Sector_C,2024-10-16,None,0.1478808840569653,1
SHP-1511,41.917584280998206,288.953858706354,Sector_D,2024-10-06,None,0.8697318518783785,0
SHP-1512,47.338847949472026,210.2746415749685,Sector_A,2024-05-03,Error: Pressure Drop,0.29791347221148345,1
SHP-1513,36.53466628417898,379.43924724468417,Sector_A,2024-02-15,Warning: High Temp,0.29022977668223715,1
SHP-1514,55.00525806104322,2162.0439434866607,Sector_A,2024-04-26,None,0.38671643766514885,0
SHP-1515,50.093907211692695,16.175936172254392,Sector_D,2024-12-05,Warning: High Temp,0.14354027851277384,1
SHP-1516,56.732466572340364,1948.6526762342403,Sector_A,2024-06-15,None,0.20330625712073935,0
SHP-1517,55.46245198074209,443.5574907879046,Sector_B,2024-10-11,None,0.6342004246508611,1
SHP-1518,59.550105821896935,331.220489397767,Sector_D,2024-05-15,Error: Pressure Drop,0.9649925859818007,0
SHP-1519,36.40038013578393,2137.420055110564,Sector_B,2024-07-03,None,0.8701067515186149,1
SHP-1520,47.90251211380121,79.98320480264759,Sector_A,2024-10-16,None,0.2953048158699575,1
SHP-1521,39.16831008022102,929.2340771621214,Sector_D,2024-01-05,Warning: High Temp,0.8126735818221003,1
SHP-1522,55.387412174244325,578.6926053375694,Sector_C,2024-04-22,None,0.43054504455096354,0
SHP-1523,54.647860134462846,2.8961687109160343,Sector_A,2024-08-16,None,0.8387253496481003,1
SHP-1524,44.29993534872138,2245.358023022784,Sector_A,2024-05-07,None,0.7818590224782869,1
SHP-1525,32.80418428466227,60.05607683816491,Sector_C,2024-11-07,Error: Pressure Drop,0.9909957917943558,0
SHP-1526,48.594109300345856,571.8899520166976,Sector_D,2024-04-17,Warning: High Temp,0.36504830305457514,1
SHP-1527,65.75417690397413,2046.746817884069,Sector_A,2024-09-05,None,0.4893485382626419,0
SHP-1528,52.934359260065136,1685.3186682983637,Sector_A,2024-04-28,Error: Pressure Drop,0.9455704882598378,1
SHP-1529,57.83115463061021,438.7741341756125,Sector_D,2024-02-04,Warning: High Temp,0.8000476103054642,0
SHP-1530,33.89891232782553,1281.6025676518182,Sector_C,2024-04-23,Warning: High Temp,0.9013038987943437,1
SHP-1531,44.08736406080978,1204.6027973230273,Sector_D,2024-08-07,Error: Pressure Drop,0.6229371896035958,0
SHP-1532,56.088371173898835,2705.8363422167035,Sector_A,2024-12-09,None,0.17153195432578128,1
SHP-1533,65.4747898251879,929.3946563695945,Sector_C,2024-01-08,None,0.4128829310098461,1
SHP-1534,53.653158865963924,378.5857316277976,Sector_A,2024-10-07,None,0.04566964814699348,0
SHP-1535,30.031174177758114,846.1332273467505,Sector_D,2024-01-23,Error: Pressure Drop,0.4347315731033714,0
SHP-1536,51.099400661792345,51.379106119880575,Sector_B,2024-03-01,Error: Pressure Drop,0.04152139802335797,0
SHP-1537,48.2698647372974,1.191579487611182,Sector_C,2024-08-01,None,0.9496528835508995,1
SHP-1538,39.13558252002448,51.242574903412894,Sector_D,2024-11-30,None,0.24575647751559937,0
SHP-1539,48.68582207816534,313.9315771340994,Sector_D,2024-02-27,None,0.5601248535834682,1
SHP-1540,57.042426842833386,136.7940842401916,Sector_C,2024-02-07,Warning: High Temp,0.005373090504138811,1
SHP-1541,44.95486740741879,763.8548421322762,Sector_B,2024-12-04,None,0.38577347337268997,1
SHP-1542,55.050473381978584,2194.3474147483466,Sector_B,2024-06-28,Warning: High Temp,0.9599908052549124,0
SHP-1543,46.37182297542084,106.40660804104897,Sector_B,2024-11-17,Warning: High Temp,0.861982261590642,0
SHP-1544,67.82171330060136,125.12966085835855,Sector_D,2024-10-07,None,0.6645822616292361,0
SHP-1545,48.609801829191504,2127.0356534032358,Sector_A,2024-11-09,Warning: High Temp,0.7921349689973515,1
SHP-1546,36.21958707053827,266.2662736467757,Sector_D,2024-03-06,None,0.579024778729914,0
SHP-1547,41.645335132407304,2056.642454202666,Sector_D,2024-04-13,None,0.05051872541387026,0
SHP-1548,65.03705281756137,232.9173015816319,Sector_A,2024-08-31,None,0.6253951072419531,0
SHP-1549,53.257255391078075,352.5815675993247,Sector_B,2024-12-02,Warning: High Temp,0.41933297646972556,1
SHP-1550,41.13436258273268,52.49033115570813,Sector_D,2024-08-28,None,0.750874639132208,0
SHP-1551,38.81071671705227,1040.3644320410235,Sector_C,2024-10-07,Error: Pressure Drop,0.2532549245977411,1
SHP-1552,68.8056050520424,2424.0832006010464,Sector_A,2024-07-09,None,0.3801408088468682,1
SHP-1553,39.420484186264595,686.7257345463655,Sector_B,2024-06-11,None,0.020735804682216585,1
SHP-1554,56.3282033240797,997.9986919306426,Sector_A,2024-08-10,None,0.8705334905024873,0
SHP-1555,42.8955094162962,717.6042660433881,Sector_C,2024-02-01,Error: Pressure Drop,0.465667876163919,1
SHP-1556,56.545526563321125,499.12261042028666,Sector_C,2024-06-08,Warning: High Temp,0.5041202681466443,0
SHP-1557,49.85919069121149,482.2542424729078,Sector_D,2024-08-07,Warning: High Temp,0.7164871401674193,1
SHP-1558,20.7748594218554,990.2193697622185,Sector_D,2024-09-14,None,0.3970386151552969,1
SHP-1559,53.36201836843505,601.427526149643,Sector_B,2024-04-14,None,0.47640954577693995,1
SHP-1560,44.46992875705784,884.7173757010679,Sector_B,2024-04-12,Warning: High Temp,0.012077144443112586,0
SHP-1561,61.21179280723299,2267.7437093730036,Sector_A,2024-06-10,None,0.5687081623884827,1
SHP-1562,49.467275325301614,819.7262012057889,Sector_B,2024-01-14,None,0.9889949951522831,0
SHP-1563,75.74211208829652,840.8764171868003,Sector_B,2024-02-08,None,0.004249911480853963,0
SHP-1564,59.36491451806279,215.70827054960316,Sector_B,2024-03-14,Error: Pressure Drop,0.47235219909695936,1
SHP-1565,50.3974051371266,1909.3186958612323,Sector_C,2024-08-05,None,0.9833433574827289,1
SHP-1566,74.43553493916063,559.9208741656314,Sector_B,2024-04-21,None,0.49394012393219944,0
SHP-1567,56.648593389153014,94.05285429325237,Sector_B,2024-07-17,Warning: High Temp,0.5912777128986739,0
SHP-1568,51.655253636823,142.2267282899568,Sector_C,2024-10-26,Warning: High Temp,0.3649342701947538,1
SHP-1569,46.9281695965277,152.5913815677948,Sector_C,2024-05-20,Error: Pressure Drop,0.6866903505601734,0
SHP-1570,44.00666301130845,548.7955105574554,Sector_C,2024-05-07,Error: Pressure Drop,0.6334713566682103,0
SHP-1571,56.50677384979164,1348.7641010453026,Sector_A,2024-03-31,None,0.1954006235820196,0
SHP-1572,23.322086424266175,194.75731476523984,Sector_C,2024-03-25,Warning: High Temp,0.7163207344958015,1
SHP-1573,59.94876813683961,208.61596468304612,Sector_A,2024-05-22,Error: Pressure Drop,0.8331276636715497,1
SHP-1574,58.908175436050016,470.9465701154047,Sector_B,2024-02-05,None,0.8823976199791499,0
SHP-1575,55.01716690569419,259.0544082936524,Sector_B,2024-02-07,None,0.09552606915865491,1
SHP-1576,50.53072882936993,283.86770760378755,Sector_C,2024-08-25,None,0.8223879513561636,1
SHP-1577,39.52018279306299,1709.6192899728992,Sector_B,2024-09-06,Error: Pressure Drop,0.8883552561504152,1
SHP-1578,47.20004845271383,529.9487158992488,Sector_A,2024-01-25,None,0.7841114945599347,1
SHP-1579,63.3361352403159,1737.6362724701303,Sector_B,2024-03-29,None,0.5893974772496027,1
SHP-1580,43.41407123932507,121.51124360310709,Sector_D,2024-08-05,None,0.16437236956577472,0
SHP-1581,50.461938598805816,1413.1204018878025,Sector_A,2024-06-17,Error: Pressure Drop,0.9017417014808673,0
SHP-1582,43.09276312945692,1843.7324554562013,Sector_B,2024-05-15,Warning: High Temp,0.4185882175204917,1
SHP-1583,40.37758049164845,229.6125385236998,Sector_D,2024-05-26,Warning: High Temp,0.11866671244122962,1
SHP-1584,31.01081903353085,175.41336774270812,Sector_D,2024-02-11,Warning: High Temp,0.962280203208541,1
SHP-1585,53.503197821389,835.8938985241225,Sector_B,2024-01-04,Warning: High Temp,0.82679448262774,1
SHP-1586,28.311425067017474,661.3325176146212,Sector_D,2024-04-06,Error: Pressure Drop,0.9974154389894683,1
SHP-1587,54.78966717849564,635.9636499917169,Sector_C,2024-12-23,None,0.1098320905801543,0
SHP-1588,56.094446403769204,696.0191425993122,Sector_C,2024-03-17,None,0.6995459630074764,1
SHP-1589,62.9826835475282,1255.4722589717453,Sector_A,2024-05-24,Warning: High Temp,0.9962034048713289,0
SHP-1590,35.75541258662527,362.3411808339985,Sector_A,2024-04-08,Warning: High Temp,0.5332635525412587,1
SHP-1591,51.85007464483078,1045.4351809365878,Sector_D,2024-10-30,None,0.7620463115762872,0
SHP-1592,57.24928828446228,788.3575588925098,Sector_D,2024-02-28,Error: Pressure Drop,0.7499344930454186,0
SHP-1593,58.043312045544866,885.5881306400079,Sector_C,2024-11-01,None,0.03686730997941101,1
SHP-1594,53.31890136917377,415.8420884074443,Sector_B,2024-07-20,Error: Pressure Drop,0.8837956146547769,1
SHP-1595,37.42633545036898,654.4300334454612,Sector_D,2024-04-14,None,0.7826196582948908,0
SHP-1596,49.19656136432241,315.4606997805071,Sector_D,2024-10-28,Error: Pressure Drop,0.2881019653589795,0
SHP-1597,47.97320958405496,532.2093754234646,Sector_B,2024-08-21,None,0.5015362246256282,0
SHP-1598,44.350127692975924,30.956589801610487,Sector_C,2024-03-13,None,0.6879859721031767,1
SHP-1599,60.13109940435611,1730.4300682304624,Sector_D,2024-09-29,None,0.4277187848749342,1
SHP-1600,57.61242305301103,62.445411163532135,Sector_B,2024-03-11,None,0.3652455085973858,0
SHP-1601,46.856727441399705,508.2660015126632,Sector_C,2024-01-16,Warning: High Temp,0.16768774001080455,1
SHP-1602,42.064325407637426,510.95957500493137,Sector_C,2024-06-13,None,0.9370396325908473,0
SHP-1603,45.59236778309488,514.8394337017578,Sector_C,2024-03-15,None,0.8556653439484516,1
SHP-1604,50.26266369589088,483.53277351298755,Sector_C,2024-08-20,Warning: High Temp,0.5761492612262902,1
SHP-1605,57.63256569057141,530.4890845154689,Sector_C,2024-04-09,None,0.8517654403801278,0
SHP-1606,37.49356859000913,1089.7390876012764,Sector_D,2024-12-02,Warning: High Temp,0.8169555582417757,0
SHP-1607,54.94995344835531,1549.0580708432865,Sector_D,2024-03-16,None,0.13357153532981847,1
SHP-1608,34.90745158404391,104.46942215554506,Sector_C,2024-12-22,None,0.5770875585915991,1
SHP-1609,55.54018025634807,945.2718993382048,Sector_C,2024-09-02,Warning: High Temp,0.9863698174858072,0
SHP-1610,63.190517039900975,1582.4638994586026,Sector_C,2024-06-11,None,0.7771801560242161,0
SHP-1611,42.75449294361853,1203.8425522676716,Sector_C,2024-10-09,Warning: High Temp,0.11764723705288804,1
SHP-1612,52.823792146587,326.5951824857395,Sector_A,2024-03-28,None,0.6498296271624723,0
SHP-1613,54.29739304220082,140.54330250655553,Sector_D,2024-09-23,Error: Pressure Drop,0.4495138355844803,1
SHP-1614,62.236403946595,16.05351606244892,Sector_A,2024-07-12,None,0.7851538020837385,1
SHP-1615,53.0639952924579,1806.0130251523576,Sector_B,2024-10-01,None,0.23543627331143302,1
SHP-1616,66.59231800760097,494.47150677793485,Sector_B,2024-06-28,None,0.8292809971189075,1
SHP-1617,53.59177723665912,822.6332638081275,Sector_A,2024-08-28,Warning: High Temp,0.9186375452846228,1
SHP-1618,54.53416011044225,1698.545573051305,Sector_D,2024-08-02,None,0.5757017102335479,0
SHP-1619,44.98036715146331,384.37301559790234,Sector_D,2024-04-22,Warning: High Temp,0.3233847038903882,0
SHP-1620,69.4145170185338,1538.618062037681,Sector_D,2024-07-19,None,0.7598790147748913,1
SHP-1621,75.64272117591855,457.69999770147354,Sector_C,2024-04-30,None,0.9666041510139869,1
SHP-1622,55.661904745100884,1341.0544346679064,Sector_B,2024-05-07,Warning: High Temp,0.5743338055692745,0
SHP-1623,60.247210506928184,571.2106054057028,Sector_A,2024-08-20,None,0.7863579251381457,1
SHP-1624,29.222331513729742,354.1559616296369,Sector_A,2024-09-17,None,0.3835031301507351,0
SHP-1625,67.63565658998296,342.0948749661053,Sector_A,2024-07-05,None,0.5472938445455098,0
SHP-1626,53.95084729619994,483.3774828548756,Sector_B,2024-01-28,None,0.04877374330631434,1
SHP-1627,37.537029343308035,881.450229610111,Sector_D,2024-02-11,Error: Pressure Drop,0.09480579921763987,1
SHP-1628,40.084681005277275,2198.629542833768,Sector_C,2024-07-23,None,0.9697349422219963,1
SHP-1629,72.62440294144301,3309.8282021824693,Sector_A,2024-11-14,None,0.9716296129599987,0
SHP-1630,57.7422731784216,591.5436178257102,Sector_C,2024-07-01,Warning: High Temp,0.9506113730873738,1
SHP-1631,51.98173412914316,236.26030322811283,Sector_D,2024-01-07,Error: Pressure Drop,0.8691304646586095,1
SHP-1632,49.100419378761686,1023.4719172835189,Sector_A,2024-01-25,None,0.4666166333935613,1
SHP-1633,37.8589289109908,1959.6993932652172,Sector_D,2024-06-13,None,0.3734168735827339,1
SHP-1634,59.63712188907114,74.97626874907654,Sector_C,2024-05-31,None,0.654367276554108,0
SHP-1635,60.47595490996434,469.23143655670367,Sector_D,2024-10-10,Warning: High Temp,0.013512603466661721,1
SHP-1636,65.15896903108106,2269.355493631653,Sector_C,2024-01-22,None,0.9141539404754393,1
SHP-1637,51.69290031327054,924.1305219193479,Sector_D,2024-03-22,None,0.20205107827295588,0
SHP-1638,44.53852649343371,1424.113583224182,Sector_B,2024-03-05,None,0.9670484089817228,1
SHP-1639,43.25681507508055,2085.2969069053966,Sector_A,2024-05-02,Warning: High Temp,0.14126616372325695,0
SHP-1640,62.16232814147115,133.082392452394,Sector_B,2024-08-03,None,0.7826608932197807,1
SHP-1641,48.58650050000266,445.864000890549,Sector_A,2024-12-15,None,0.5496613609312435,0
SHP-1642,49.76011074374882,1825.471526490682,Sector_D,2024-05-28,Error: Pressure Drop,0.6741971993488661,1
SHP-1643,36.482416801417,1413.307941975917,Sector_B,2024-10-28,Error: Pressure Drop,0.45904556686715814,1
SHP-1644,51.96169937011983,578.1777416802819,Sector_D,2024-05-09,None,0.012573151004908523,1
SHP-1645,63.257565558087215,2426.8091989690483,Sector_D,2024-01-28,None,0.640041360476481,1
SHP-1646,55.61760942090341,39.241519098424206,Sector_A,2024-05-16,None,0.754330217467955,0
SHP-1647,59.97388972852035,44.74300821419707,Sector_A,2024-05-30,None,0.552127883258146,0
SHP-1648,54.9702014589152,2129.4240418978357,Sector_A,2024-06-20,None,0.15807729113409297,1
SHP-1649,63.9868008111456,500.47801358541165,Sector_B,2024-11-23,Warning: High Temp,0.15163311922705736,0
SHP-1650,61.21722680527262,144.4805652026453,Sector_B,2024-02-20,Warning: High Temp,0.0017072646648625955,0
SHP-1651,80.02509057775212,79.13432585731242,Sector_B,2024-08-18,Warning: High Temp,0.29729258873798925,0
SHP-1652,53.64131681355954,1667.0953448274634,Sector_C,2024-05-03,Error: Pressure Drop,0.01696763692386627,1
SHP-1653,51.31577248567115,474.9833986178445,Sector_C,2024-10-24,Error: Pressure Drop,0.030131402681198294,0
SHP-1654,37.77636987969782,1161.010763001151,Sector_D,2024-02-23,Warning: High Temp,0.225910466605312,1
SHP-1655,33.92540159694204,2356.6099414430896,Sector_D,2024-02-01,None,0.9697682049433185,1
SHP-1656,43.97639698272208,2153.076493568739,Sector_C,2024-02-28,None,0.8712582104797341,1
SHP-1657,67.59711743437092,440.0642675209953,Sector_A,2024-09-21,Warning: High Temp,0.5832079091893075,0
SHP-1658,60.765485633792515,611.7635625862995,Sector_B,2024-07-13,Warning: High Temp,0.9932408276911873,0
SHP-1659,50.80459365722959,949.4511068491718,Sector_D,2024-06-15,None,0.5592075998256271,1
SHP-1660,59.533230274365785,2218.3444399781033,Sector_A,2025-01-01,None,0.15917296436167583,0
SHP-1661,53.081018337678536,210.36059532261714,Sector_D,2024-04-22,None,0.6705653440693146,1
SHP-1662,59.53778592858398,768.6328689150321,Sector_C,2024-03-23,None,0.0435998907812446,0
SHP-1663,69.14097323062566,36.62372015452182,Sector_A,2024-02-11,None,0.36537296940951025,1
SHP-1664,44.34141575756039,976.3659715234595,Sector_B,2024-07-16,Error: Pressure Drop,0.8378260696024289,1
SHP-1665,25.324236060216244,1065.273303016969,Sector_D,2024-08-13,None,0.3565982119829476,1
SHP-1666,35.853876626965835,142.24702067652166,Sector_A,2024-08-11,None,0.8416711229285948,1
SHP-1667,38.526726565868245,639.285485920434,Sector_C,2024-12-08,None,0.8463949505897599,0
SHP-1668,55.282637057400166,947.1767924030315,Sector_D,2024-08-24,Error: Pressure Drop,0.060088144745853556,0
SHP-1669,34.09518758168013,4.364465965274313,Sector_D,2024-08-02,Error: Pressure Drop,0.8891901831669806,0
SHP-1670,59.65698922000435,842.2649147847895,Sector_C,2024-09-01,Error: Pressure Drop,0.49385191265893347,0
SHP-1671,36.36838027787962,1293.2724893058373,Sector_D,2024-12-08,None,0.9449914151490355,0
SHP-1672,48.03883621463121,801.1422555692875,Sector_C,2024-07-18,None,0.4838467088015592,0
SHP-1673,57.18922364296737,4302.789846365356,Sector_C,2024-08-20,None,0.40965214664496685,0
SHP-1674,59.24054436263467,2653.632818094611,Sector_A,2024-05-14,None,0.47966827551567803,1
SHP-1675,53.63245816210963,606.6617486344052,Sector_A,2024-10-11,None,0.7233833255791298,1
SHP-1676,38.64405259889181,3172.1819696066464,Sector_B,2024-12-01,None,0.023478452419732454,0
SHP-1677,32.459935419218795,939.2681614463971,Sector_A,2024-05-23,Warning: High Temp,0.6183786684732612,1
SHP-1678,41.74751647666521,706.331721840401,Sector_A,2024-07-17,None,0.9171155903956841,0
SHP-1679,69.81148349963858,541.014881142108,Sector_B,2024-12-18,None,0.6183868205420543,0
SHP-1680,39.068680675110755,1742.1543420066014,Sector_C,2024-05-05,None,0.3284897063139358,0
SHP-1681,32.350493707011424,401.22311597579676,Sector_A,2024-11-27,None,0.029809550225021852,1
SHP-1682,52.24831004172631,1274.4707856457132,Sector_D,2025-01-01,None,0.011518619364560667,0
SHP-1683,68.95161529897675,834.1128505945699,Sector_C,2024-04-12,None,0.4148208614314822,0
SHP-1684,59.44377669503509,660.8430309977283,Sector_B,2024-07-24,Warning: High Temp,0.0005184716769274234,0
SHP-1685,42.51060312179038,567.9128269323246,Sector_A,2024-06-10,None,0.16433339310883732,1
SHP-1686,51.09567895215483,395.6852701804951,Sector_B,2024-11-02,None,0.9765417807413025,1
SHP-1687,54.611309166911404,183.96438045595016,Sector_A,2024-03-25,None,0.06846507842827776,0
SHP-1688,47.88171363559734,2743.8530074274404,Sector_B,2024-03-24,None,0.7410652312502085,1
SHP-1689,42.84571699830015,305.15509272176166,Sector_D,2024-07-16,Warning: High Temp,0.8915597751359202,0
SHP-1690,41.55271778239492,807.3157187358851,Sector_D,2024-09-13,None,0.03753139235152103,1
SHP-1691,48.40375139825908,602.7252190815444,Sector_D,2024-12-30,Warning: High Temp,0.9582414303327061,0
SHP-1692,42.0578849811425,1496.1390478092542,Sector_A,2024-02-21,Error: Pressure Drop,0.5398544211645818,1
SHP-1693,50.37596960865903,2313.1689762216356,Sector_A,2024-07-29,Error: Pressure Drop,0.20917985044043985,0
SHP-1694,48.1261338369335,521.3586895640791,Sector_D,2024-04-20,Error: Pressure Drop,0.3151770826943179,0
SHP-1695,44.09966978022919,1826.1986254254105,Sector_A,2024-04-20,None,0.9806699830065337,0
SHP-1696,37.238017447394874,1586.731550600321,Sector_D,2024-03-19,None,0.3176615243184395,0
SHP-1697,40.967061183459215,978.8852807976766,Sector_B,2024-07-15,None,0.7281024675188963,1
SHP-1698,35.776904891986995,2155.968181799489,Sector_B,2024-03-20,None,0.26856780147717485,0
SHP-1699,60.19295254253287,1064.2615451903218,Sector_C,2024-10-06,None,0.522045168442117,1
SHP-1700,68.69323886822512,3645.2112708751165,Sector_B,2024-01-08,Error: Pressure Drop,0.3435044914210025,1
SHP-1701,64.13862795259352,489.3333518205012,Sector_B,2024-08-03,Error: Pressure Drop,0.6896889743043708,0
SHP-1702,62.32322738854,461.9381852434003,Sector_A,2024-12-06,Warning: High Temp,0.25941710165510645,1
SHP-1703,43.37269319063622,304.7236151028665,Sector_A,2024-04-21,None,0.2483700768184457,0
SHP-1704,54.081703334198096,3523.0793410805363,Sector_D,2024-02-04,Error: Pressure Drop,0.35049105748043197,0
SHP-1705,39.39505080820199,3774.71207129318,Sector_C,2024-02-08,None,0.5192550892086845,1
SHP-1706,48.29698255994285,1440.7056507910024,Sector_A,2024-07-20,Warning: High Temp,0.44256427431647793,0
SHP-1707,36.271244366758935,656.4010711427884,Sector_B,2024-12-06,None,0.5372190163650878,0
SHP-1708,52.95851685844407,892.9096262052161,Sector_D,2024-03-10,Warning: High Temp,0.29933589946584815,1
SHP-1709,51.113389894442385,938.5905729200642,Sector_B,2024-07-08,None,0.22628113157337337,0
SHP-1710,48.730602159209404,398.4174747027024,Sector_B,2024-01-04,None,0.5060379580687605,1
SHP-1711,36.18934063741477,333.56478228000157,Sector_B,2024-12-19,Warning: High Temp,0.29063837386187874,1
SHP-1712,39.26605387157423,636.7375458282676,Sector_C,2024-08-28,Warning: High Temp,0.9923481274919247,1
SHP-1713,56.550825807333766,572.1411023591586,Sector_C,2024-04-04,None,0.4238740144192791,1
SHP-1714,55.06927983264386,3698.1062809364716,Sector_A,2024-03-07,None,0.5484355290812135,0
SHP-1715,43.14327979720451,35.509608832236246,Sector_A,2024-03-26,None,0.5076535489674908,1
SHP-1716,58.233480860537995,348.3897135220753,Sector_B,2024-05-22,None,0.8083197713469121,1
SHP-1717,45.93316981970748,144.12108836106262,Sector_A,2024-05-17,Error: Pressure Drop,0.0841591942771982,0
SHP-1718,57.01672004288591,72.41409561063102,Sector_D,2024-06-01,Error: Pressure Drop,0.4066777546069771,1
SHP-1719,60.04725862631631,278.1025981483024,Sector_B,2024-10-01,None,0.35207651775536164,1
SHP-1720,64.29408657544687,603.0944174323123,Sector_D,2024-08-07,None,0.4138246415738993,1
SHP-1721,54.80393627486208,1530.7949965034234,Sector_D,2024-06-27,None,0.022183444519122242,0
SHP-1722,39.069107974777694,599.7175789122682,Sector_B,2024-12-18,None,0.5094525579765405,0
SHP-1723,69.05615762182255,874.089567709279,Sector_A,2024-01-06,None,0.735019338229417,1
SHP-1724,57.217767817499485,2563.5229140218694,Sector_D,2024-02-26,None,0.8949954535437884,0
SHP-1725,53.05421085014983,499.9145264734005,Sector_D,2024-03-02,Warning: High Temp,0.5843015321520175,1
SHP-1726,56.234075461512575,406.22917479823,Sector_C,2024-01-04,Error: Pressure Drop,0.8873954684739785,1
SHP-1727,39.79701667248486,58.74634285820136,Sector_C,2024-12-21,Error: Pressure Drop,0.6982438283985377,0
SHP-1728,44.1444688811899,1199.2882572595965,Sector_B,2024-10-13,None,0.8184087858672329,1
SHP-1729,32.947265979558054,164.65883736115433,Sector_B,2024-05-24,None,0.27718921383741113,0
SHP-1730,47.29714104178982,136.2153500320105,Sector_D,2024-07-13,None,0.6621991682499798,1
SHP-1731,51.473221621651675,120.56386412391413,Sector_A,2024-05-26,None,0.289357127363306,1
SHP-1732,50.92672932406886,2995.3655337540285,Sector_A,2024-04-06,None,0.5393466608854557,0
SHP-1733,59.3352888252511,491.34137816210574,Sector_B,2024-04-21,None,0.06942474872079574,0
SHP-1734,51.51641197270413,21.164112610133625,Sector_D,2024-09-30,None,0.7445877721643119,1
SHP-1735,60.80669397775931,92.2896272179932,Sector_A,2024-11-30,Error: Pressure Drop,0.2852489368506609,0
SHP-1736,49.22048991184537,658.7534893120502,Sector_B,2024-10-18,Error: Pressure Drop,0.14969804251728036,1
SHP-1737,51.1811768939509,349.6095493118398,Sector_A,2024-07-21,None,0.6901011460160437,0
SHP-1738,63.651206409117,40.55988471030632,Sector_B,2024-08-15,None,0.2866046337760426,0
SHP-1739,49.89182989690941,187.42313578932726,Sector_B,2024-12-10,None,0.189339364926557,1
SHP-1740,42.748822014356975,852.7745020787074,Sector_B,2024-09-13,None,0.9944203140949113,0
SHP-1741,43.23929206541577,2681.005692943641,Sector_C,2024-09-22,Warning: High Temp,0.7443022551919651,1
SHP-1742,52.465696450794255,737.5094495722763,Sector_C,2024-10-29,None,0.5128705709422807,1
SHP-1743,55.70267782082436,87.56186280563044,Sector_A,2024-05-26,None,0.6501695352775846,1
SHP-1744,57.725389785834935,373.98359756265336,Sector_C,2024-02-21,Error: Pressure Drop,0.9657342147555104,0
SHP-1745,35.38057947241021,26.91266227950824,Sector_B,2024-03-16,None,0.3546748991309999,0
SHP-1746,47.83494293870953,243.07394824675697,Sector_C,2024-04-10,None,0.1828730264386208,0
